Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000000706,2022-05-10 06:51:21,Angela Mullen,"['Vinegar', 'Baby Wipes']",6,28.93,Debit Card,Dallas,Department Store,False,Teenager,Winter,Discount on Selected Items
1000000707,2022-01-22 08:43:45,Rachael Perez,['Butter'],9,76.92,Mobile Payment,Dallas,Warehouse Club,False,Student,Fall,BOGO (Buy One Get One)
1000000708,2020-05-18 15:08:57,Dakota Tucker,['Toothbrush'],3,16.52,Credit Card,New York,Supermarket,True,Teenager,Spring,Discount on Selected Items
1000000709,2020-02-09 15:24:06,Donald Allen,"['Honey', 'Coffee', 'Spinach', 'Rice']",9,32.36,Cash,Atlanta,Convenience Store,False,Retiree,Winter,BOGO (Buy One Get One)
1000000710,2023-02-16 01:13:06,Austin Lamb,['Plant Fertilizer'],2,83.1,Cash,Seattle,Department Store,True,Middle-Aged,Fall,Discount on Selected Items
1000000711,2020-09-21 16:22:01,Glenn Nguyen,"['Toothpaste', 'Toothbrush', 'Air Freshener', 'Ironing Board']",2,42.73,Debit Card,Dallas,Supermarket,True,Teenager,Spring,BOGO (Buy One Get One)
1000000712,2021-01-18 14:16:52,Matthew Price,"['Chips', 'Baby Wipes']",4,33.61,Credit Card,Houston,Warehouse Club,False,Young Adult,Spring,Discount on Selected Items
1000000713,2022-04-01 07:12:19,William Patterson,"['Cereal Bars', 'Broom', 'Chips', 'Air Freshener', 'Beef']",3,14.93,Credit Card,San Francisco,Warehouse Club,True,Senior Citizen,Fall,BOGO (Buy One Get One)
1000000714,2022-03-28 11:41:31,Matthew Powell,"['Extension Cords', 'Peanut Butter', 'Lawn Mower', 'Broom', 'Soap']",6,54.71,Mobile Payment,San Francisco,Convenience Store,True,Homemaker,Summer,BOGO (Buy One Get One)
1000000715,2021-01-03 00:19:20,Donald Bruce,"['Vinegar', 'Baby Wipes', 'Paper Towels']",5,28.96,Debit Card,Dallas,Specialty Store,True,Student,Fall,Discount on Selected Items
1000000716,2023-10-14 02:18:35,Angela Baker,"['Eggs', 'Mayonnaise', 'Shampoo']",8,48.52,Credit Card,Houston,Supermarket,True,Senior Citizen,Fall,BOGO (Buy One Get One)
1000000717,2023-05-27 20:56:06,Thomas Mcmillan,"['Trash Bags', 'Canned Soup']",4,23.25,Credit Card,Boston,Warehouse Club,False,Retiree,Spring,Discount on Selected Items
1000000718,2021-12-22 15:47:14,David Hanson,"['Syrup', 'Milk', 'Rice', 'Toilet Paper']",10,49.59,Cash,Boston,Specialty Store,False,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000719,2023-08-02 21:33:09,Angela Johnson,"['Insect Repellent', 'Olive Oil', 'Mop', 'BBQ Sauce']",1,91.16,Debit Card,Los Angeles,Department Store,False,Professional,Fall,BOGO (Buy One Get One)
1000000720,2022-08-09 00:12:28,Caroline Huang,"['Hand Sanitizer', 'Rice']",4,62.84,Mobile Payment,Houston,Supermarket,True,Senior Citizen,Summer,BOGO (Buy One Get One)
1000000721,2021-02-18 07:40:43,Jonathan Grimes,"['BBQ Sauce', 'Pickles', 'Feminine Hygiene Products']",8,64.04,Debit Card,Los Angeles,Supermarket,True,Young Adult,Fall,BOGO (Buy One Get One)
1000000722,2021-12-01 22:27:39,Erica Sims,['Extension Cords'],4,12.29,Mobile Payment,Seattle,Supermarket,True,Professional,Summer,None
1000000723,2022-12-27 04:37:23,John Russell,"['Tuna', 'Razors', 'Shaving Cream', 'Tuna']",10,12.96,Mobile Payment,Boston,Convenience Store,True,Professional,Fall,BOGO (Buy One Get One)
1000000724,2023-06-26 10:14:01,Ms. Patricia Pineda,"['Eggs', 'Cereal', 'Cleaning Spray', 'Onions']",8,48.12,Mobile Payment,Houston,Warehouse Club,True,Homemaker,Spring,BOGO (Buy One Get One)
1000000725,2023-07-22 16:10:40,Michelle Gaines,"['Mustard', 'Paper Towels', 'Paper Towels', 'Salmon']",8,46.51,Credit Card,Boston,Supermarket,True,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000726,2023-03-20 03:49:54,Alicia Bradford,"['Yogurt', 'Potatoes']",1,76.51,Cash,Dallas,Supermarket,False,Student,Fall,Discount on Selected Items
1000000727,2021-08-18 13:11:37,James Davis,"['Carrots', 'Laundry Detergent']",2,42.19,Cash,San Francisco,Department Store,False,Professional,Fall,Discount on Selected Items
1000000728,2021-07-15 14:20:00,John Vega,"['Toothbrush', 'Mustard', 'Soap']",4,6.75,Cash,Boston,Specialty Store,False,Young Adult,Summer,Discount on Selected Items
1000000729,2022-09-25 17:00:39,Deborah Rodriguez,"['Broom', 'Plant Fertilizer']",9,64.12,Debit Card,Houston,Pharmacy,True,Senior Citizen,Spring,Discount on Selected Items
1000000730,2022-07-31 19:16:34,Samuel Cooper,"['Tissues', 'Cheese']",10,32.96,Cash,Los Angeles,Supermarket,True,Professional,Fall,BOGO (Buy One Get One)
1000000731,2022-02-03 07:12:30,Lance Summers,"['Canned Soup', 'Beef', 'Bread']",4,83.06,Cash,New York,Department Store,True,Senior Citizen,Fall,None
1000000732,2022-09-25 08:15:19,Bradley Myers,"['Mayonnaise', 'Razors', 'Beef', 'Spinach', 'Jam']",1,13.01,Credit Card,Atlanta,Warehouse Club,False,Professional,Winter,Discount on Selected Items
1000000733,2022-06-08 15:43:58,Tiffany Steele,"['Razors', 'Yogurt', 'Honey']",4,6.16,Mobile Payment,San Francisco,Department Store,False,Young Adult,Summer,Discount on Selected Items
1000000734,2023-04-17 12:33:23,Alexandria Lewis,"['Light Bulbs', 'Plant Fertilizer', 'Banana', 'Baby Wipes']",2,47.86,Cash,Boston,Supermarket,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000735,2022-01-04 08:01:52,Jocelyn Meyer,"['Carrots', 'Tomatoes']",2,25.13,Cash,Houston,Supermarket,True,Homemaker,Winter,None
1000000736,2023-08-08 23:30:34,Daniel Garcia,"['Hair Gel', 'Rice']",5,69.13,Credit Card,Seattle,Supermarket,True,Young Adult,Fall,None
1000000737,2020-07-26 22:00:43,Roger Shaffer,"['Iron', 'Trash Bags', 'Feminine Hygiene Products', 'Pancake Mix', 'Cleaning Rags']",5,66.1,Cash,Los Angeles,Specialty Store,False,Young Adult,Summer,Discount on Selected Items
1000000738,2022-06-05 01:46:45,Kristen Herrera,"['Shrimp', 'Hand Sanitizer']",5,17.56,Debit Card,Atlanta,Pharmacy,True,Professional,Winter,Discount on Selected Items
1000000739,2023-10-24 01:51:10,Michael Zuniga,"['Air Freshener', 'Soap', 'Beef', 'Ironing Board', 'Dishware']",5,15.78,Credit Card,Dallas,Pharmacy,False,Retiree,Summer,BOGO (Buy One Get One)
1000000740,2023-03-30 07:16:50,Jeffrey Harrison,"['Carrots', 'Cereal', 'Cheese']",2,85.54,Credit Card,Boston,Supermarket,True,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000741,2020-11-06 05:38:15,Scott Garcia,"['Orange', 'Apple', 'Tea', 'Olive Oil']",6,18.11,Debit Card,Dallas,Specialty Store,False,Retiree,Summer,BOGO (Buy One Get One)
1000000742,2021-07-04 08:36:07,Carl Luna,"['Banana', 'Carrots', 'Vacuum Cleaner', 'Insect Repellent']",7,39.29,Credit Card,New York,Supermarket,False,Senior Citizen,Summer,Discount on Selected Items
1000000743,2022-11-07 00:41:09,Lauren Tapia,"['Pancake Mix', 'Ice Cream', 'Toothpaste', 'Diapers', 'Tissues']",8,46.52,Cash,Atlanta,Supermarket,False,Retiree,Winter,Discount on Selected Items
1000000744,2021-07-27 14:44:10,Todd Dorsey,"['Olive Oil', 'Dish Soap']",5,38.37,Cash,Boston,Specialty Store,False,Young Adult,Winter,None
1000000745,2020-01-13 21:53:18,Thomas Payne MD,"['Power Strips', 'Soda', 'Eggs']",3,74.68,Debit Card,Atlanta,Pharmacy,True,Student,Fall,BOGO (Buy One Get One)
1000000746,2022-05-20 00:56:01,Lisa Adams,"['Jam', 'Coffee', 'Cereal Bars', 'Baby Wipes', 'Mustard']",4,96.04,Credit Card,Los Angeles,Warehouse Club,False,Young Adult,Winter,BOGO (Buy One Get One)
1000000747,2020-09-02 16:50:50,Wendy Jackson,"['Mop', 'Shampoo']",2,30.21,Debit Card,New York,Specialty Store,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000748,2020-11-23 23:20:24,Jennifer Jacobs,"['Broom', 'Shampoo', 'Mustard', 'Bread']",1,82.74,Mobile Payment,Atlanta,Warehouse Club,True,Student,Winter,None
1000000749,2020-06-25 06:23:46,Margaret Decker,"['Shaving Cream', 'Orange', 'Pasta']",3,25.3,Debit Card,Atlanta,Convenience Store,False,Homemaker,Spring,None
1000000750,2020-10-17 06:30:46,Tiffany Peters,"['Trash Bags', 'Tissues', 'Hand Sanitizer', 'Tuna', 'Tuna']",7,29.19,Credit Card,Dallas,Supermarket,False,Senior Citizen,Winter,None
1000000751,2020-08-12 09:56:05,Michelle Valentine,"['Broom', 'BBQ Sauce', 'Water', 'Toilet Paper', 'Ironing Board']",4,24.84,Cash,Miami,Department Store,False,Homemaker,Winter,BOGO (Buy One Get One)
1000000752,2022-01-29 20:17:50,Gerald Weaver,"['Toothpaste', 'Deodorant']",9,89.29,Mobile Payment,Atlanta,Warehouse Club,False,Teenager,Winter,None
1000000753,2023-04-02 08:40:16,Anthony Lopez,['Power Strips'],7,61.28,Debit Card,San Francisco,Pharmacy,False,Retiree,Spring,None
1000000754,2023-10-26 19:33:33,Lindsay Dunn,"['Tissues', 'Vinegar', 'Eggs']",2,94.43,Credit Card,Chicago,Warehouse Club,False,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000755,2022-11-15 21:48:48,Hannah Oneill,"['Mayonnaise', 'Trash Bags', 'Carrots', 'Milk']",4,63.07,Cash,New York,Specialty Store,False,Professional,Summer,None
1000000756,2020-10-31 03:48:15,Charlene Burnett,"['Insect Repellent', 'Razors', 'Mop', 'Trash Bags']",10,69.05,Cash,Dallas,Department Store,True,Professional,Spring,BOGO (Buy One Get One)
1000000757,2023-09-26 23:57:42,John Rose,"['Beef', 'Coffee', 'Sponges', 'Dish Soap']",8,66.17,Credit Card,San Francisco,Convenience Store,True,Retiree,Spring,Discount on Selected Items
1000000758,2020-12-07 19:46:50,Charles Chambers,['Peanut Butter'],6,18.37,Credit Card,Miami,Supermarket,False,Retiree,Winter,BOGO (Buy One Get One)
1000000759,2023-06-18 00:53:21,Sean Hopkins,"['Salmon', 'Pasta', 'Rice']",2,51.08,Debit Card,Los Angeles,Supermarket,True,Teenager,Fall,BOGO (Buy One Get One)
1000000760,2023-06-24 07:01:53,Christine Brown,"['Ironing Board', 'Extension Cords', 'Honey', 'Soda', 'Potatoes']",5,85.18,Debit Card,Boston,Specialty Store,True,Middle-Aged,Spring,BOGO (Buy One Get One)
1000000761,2021-04-15 01:32:46,Kyle Jackson,"['Garden Hose', 'Soap']",4,85.49,Credit Card,Seattle,Department Store,True,Student,Summer,None
1000000762,2023-08-28 21:42:05,Mrs. Cynthia Campbell,"['Chicken', 'Mayonnaise']",9,32.92,Mobile Payment,San Francisco,Department Store,True,Senior Citizen,Spring,None
1000000763,2021-03-21 12:49:25,Edward Lowe,"['Pancake Mix', 'Ketchup']",7,10.52,Credit Card,Miami,Specialty Store,True,Middle-Aged,Spring,BOGO (Buy One Get One)
1000000764,2020-12-15 09:06:20,Darlene Blair,"['Mayonnaise', 'Toothbrush', 'Pickles', 'Cleaning Spray']",2,38.04,Debit Card,New York,Supermarket,True,Teenager,Summer,None
1000000765,2021-10-13 13:52:12,Cody Hill,"['Peanut Butter', 'Bread', 'Razors', 'Laundry Detergent', 'Sponges']",6,5.28,Debit Card,San Francisco,Warehouse Club,True,Young Adult,Winter,Discount on Selected Items
1000000766,2022-12-13 00:04:23,Justin Warren,['Laundry Detergent'],5,45.5,Cash,San Francisco,Supermarket,False,Young Adult,Spring,Discount on Selected Items
1000000767,2021-09-16 21:37:28,Danielle Flores,"['Cereal', 'Bread']",5,31.62,Cash,San Francisco,Supermarket,True,Homemaker,Spring,Discount on Selected Items
1000000768,2023-06-26 19:28:05,Katrina Anderson,"['Rice', 'Pasta', 'Dustpan']",5,56.0,Debit Card,New York,Convenience Store,False,Middle-Aged,Summer,None
1000000769,2022-02-13 19:39:32,Brandi Diaz,"['Toothpaste', 'Bath Towels', 'Pasta']",9,18.09,Credit Card,Dallas,Specialty Store,False,Student,Fall,None
1000000770,2023-05-15 10:58:16,Terry Salazar,"['Plant Fertilizer', 'Pickles', 'Water', 'Mustard', 'Shrimp']",5,14.96,Credit Card,Atlanta,Department Store,True,Student,Fall,Discount on Selected Items
1000000771,2023-01-25 17:43:32,Mr. Adam Marks,"['Sponges', 'Shower Gel']",5,80.57,Credit Card,New York,Convenience Store,False,Young Adult,Spring,BOGO (Buy One Get One)
1000000772,2021-02-07 08:41:19,Dorothy Lewis,"['Diapers', 'Chicken', 'Pickles', 'Air Freshener', 'Eggs']",7,56.44,Credit Card,Chicago,Pharmacy,True,Homemaker,Winter,None
1000000773,2021-07-16 11:04:41,Logan Young,['Dishware'],5,30.53,Credit Card,Seattle,Department Store,False,Student,Winter,BOGO (Buy One Get One)
1000000774,2021-08-12 15:22:06,Kristen Anderson,"['BBQ Sauce', 'Trash Bags', 'Cereal', 'Soda', 'Mustard']",7,85.91,Debit Card,Seattle,Warehouse Club,True,Professional,Fall,None
1000000775,2023-02-23 17:28:49,Daniel Gordon,"['Toothpaste', 'Canned Soup', 'Shampoo', 'Mop']",7,15.22,Cash,Dallas,Convenience Store,True,Homemaker,Winter,None
1000000776,2023-06-13 12:01:05,Tiffany Flores,"['Toothbrush', 'Shrimp', 'Tea']",8,12.1,Debit Card,New York,Department Store,True,Teenager,Winter,None
1000000777,2022-10-28 11:10:21,Eric Williams DVM,['Dish Soap'],3,10.66,Debit Card,Miami,Warehouse Club,False,Professional,Summer,None
1000000778,2022-02-19 17:51:00,Brenda Armstrong,"['Soda', 'Broom', 'Beef']",4,26.0,Cash,San Francisco,Supermarket,True,Young Adult,Winter,None
1000000779,2022-07-26 21:10:26,Kevin Smith,"['Lawn Mower', 'Extension Cords', 'Light Bulbs', 'Beef']",10,81.53,Credit Card,Houston,Specialty Store,True,Student,Winter,None
1000000780,2020-09-24 17:39:01,Theresa Ferguson,"['Rice', 'Cleaning Rags']",7,18.04,Credit Card,Chicago,Warehouse Club,True,Homemaker,Summer,BOGO (Buy One Get One)
1000000781,2020-09-15 22:30:35,Steven Jackson,['Shampoo'],6,6.69,Cash,Houston,Warehouse Club,True,Retiree,Spring,None
1000000782,2021-07-20 00:32:35,Lisa Lowe,['Vacuum Cleaner'],3,29.24,Credit Card,Dallas,Warehouse Club,False,Student,Summer,None
1000000783,2021-05-07 04:39:49,Thomas Green,"['Cereal', 'Tea', 'Cheese', 'Peanut Butter', 'Spinach']",10,51.11,Debit Card,Chicago,Convenience Store,False,Student,Winter,None
1000000784,2023-06-08 22:45:26,Matthew Smith,"['Plant Fertilizer', 'Ketchup', 'Mayonnaise', 'Shampoo']",1,54.3,Credit Card,Boston,Specialty Store,True,Retiree,Fall,BOGO (Buy One Get One)
1000000785,2021-03-03 02:28:49,Ryan Bautista,['Pickles'],8,82.95,Cash,Chicago,Specialty Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000000786,2021-02-11 02:52:08,Alicia Thompson DVM,['Butter'],7,61.22,Debit Card,Boston,Specialty Store,False,Professional,Winter,None
1000000787,2020-03-22 23:57:33,Courtney Lewis,"['Lawn Mower', 'Tissues', 'Tomatoes', 'Cereal Bars']",3,14.99,Cash,Seattle,Department Store,False,Homemaker,Fall,Discount on Selected Items
1000000788,2023-06-27 11:05:12,Amy Anderson,['Apple'],10,13.6,Cash,Los Angeles,Specialty Store,True,Senior Citizen,Fall,None
1000000789,2023-04-17 23:56:30,Jennifer Lee,"['Broom', 'Cleaning Rags', 'Dishware', 'Cereal Bars']",7,99.01,Debit Card,Los Angeles,Department Store,True,Senior Citizen,Summer,None
1000000790,2022-10-12 23:11:16,Matthew Sullivan,"['Bread', 'Spinach', 'Trash Bags']",1,76.7,Mobile Payment,Houston,Department Store,True,Young Adult,Winter,Discount on Selected Items
1000000791,2022-11-23 13:53:34,Stephen Baker,"['Soap', 'Vacuum Cleaner', 'Tuna']",7,68.9,Cash,New York,Warehouse Club,False,Student,Spring,None
1000000792,2020-11-26 23:55:38,Joshua Elliott,"['Bath Towels', 'Yogurt', 'Syrup', 'Shaving Cream', 'Pancake Mix']",9,56.51,Credit Card,Dallas,Specialty Store,False,Young Adult,Fall,BOGO (Buy One Get One)
1000000793,2022-04-10 15:00:53,Barbara Ray,"['Razors', 'Tomatoes']",6,92.23,Mobile Payment,Dallas,Warehouse Club,True,Student,Summer,Discount on Selected Items
1000000794,2020-09-03 13:48:00,Nicholas Tran,"['BBQ Sauce', 'Tea', 'Butter', 'Orange']",6,89.33,Cash,Houston,Specialty Store,True,Retiree,Spring,None
1000000795,2023-03-02 12:28:40,Kayla Murray,['Shaving Cream'],10,46.57,Mobile Payment,Atlanta,Warehouse Club,True,Young Adult,Fall,None
1000000796,2020-08-04 04:16:04,Ryan Young,"['Chips', 'Potatoes', 'Hand Sanitizer']",1,19.52,Debit Card,Boston,Supermarket,True,Student,Winter,Discount on Selected Items
1000000797,2022-10-11 22:24:22,Kathy Chavez,"['Pasta', 'Lawn Mower', 'Baby Wipes']",6,22.53,Mobile Payment,New York,Specialty Store,False,Middle-Aged,Summer,Discount on Selected Items
1000000798,2023-09-24 08:59:15,Janet Carter,['Potatoes'],2,37.6,Debit Card,Atlanta,Supermarket,False,Student,Summer,Discount on Selected Items
1000000799,2023-08-27 15:18:55,Deborah Davis,"['Shrimp', 'Ironing Board', 'Mop', 'Butter', 'Ice Cream']",2,33.51,Mobile Payment,Atlanta,Supermarket,True,Student,Summer,Discount on Selected Items
1000000800,2022-01-23 03:36:29,Anthony Miller,"['Iron', 'Canned Soup', 'Mayonnaise', 'Dishware']",8,98.6,Cash,New York,Warehouse Club,False,Homemaker,Spring,Discount on Selected Items
1000000801,2022-02-02 19:53:57,Stephanie Cabrera,"['Eggs', 'Bath Towels', 'Eggs']",3,67.11,Credit Card,Chicago,Specialty Store,True,Professional,Summer,BOGO (Buy One Get One)
1000000802,2020-08-15 03:18:08,Kristin Hartman,['Power Strips'],1,31.4,Mobile Payment,Dallas,Warehouse Club,True,Professional,Fall,Discount on Selected Items
1000000803,2022-11-24 03:35:04,Lawrence Morales,"['Shower Gel', 'Onions', 'Chicken', 'Coffee']",1,37.08,Mobile Payment,Houston,Pharmacy,True,Retiree,Spring,None
1000000804,2023-07-02 21:03:45,Jeremy Newton,['Cleaning Spray'],6,70.99,Credit Card,New York,Specialty Store,False,Homemaker,Winter,BOGO (Buy One Get One)
1000000805,2021-04-29 17:39:36,Janet Ayala,"['Syrup', 'Mayonnaise', 'Feminine Hygiene Products', 'Dish Soap']",8,43.27,Mobile Payment,Boston,Specialty Store,False,Teenager,Fall,BOGO (Buy One Get One)
1000000806,2022-06-07 11:01:37,James Garrett,"['Cheese', 'Peanut Butter']",4,31.75,Credit Card,Chicago,Convenience Store,False,Professional,Winter,None
1000000807,2022-11-21 08:49:01,Christina Jefferson,"['Trash Bags', 'Honey', 'Iron', 'Cereal Bars', 'Power Strips']",10,74.96,Mobile Payment,Chicago,Department Store,True,Young Adult,Spring,BOGO (Buy One Get One)
1000000808,2022-09-11 06:47:08,Karen Rodriguez,"['Jam', 'Ketchup', 'Mustard']",10,80.56,Credit Card,Seattle,Pharmacy,True,Student,Spring,BOGO (Buy One Get One)
1000000809,2022-06-04 07:28:48,Martha Fisher,"['Shaving Cream', 'Yogurt', 'Onions', 'Extension Cords']",8,83.96,Credit Card,Dallas,Supermarket,False,Middle-Aged,Winter,BOGO (Buy One Get One)
1000000810,2022-03-10 02:15:31,Joshua Henderson,['Ketchup'],2,5.62,Debit Card,San Francisco,Specialty Store,True,Young Adult,Summer,None
1000000811,2023-08-05 15:19:54,Jason Hess,"['Air Freshener', 'Rice']",2,18.42,Credit Card,Chicago,Department Store,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000812,2020-10-16 15:23:44,Kelly Mcdonald,"['Extension Cords', 'Syrup', 'Onions', 'Sponges', 'Plant Fertilizer']",2,6.37,Debit Card,Boston,Convenience Store,True,Teenager,Winter,None
1000000813,2023-01-10 01:30:24,Connie Jacobs,"['Deodorant', 'Chicken', 'Chips', 'Razors']",3,61.44,Cash,Miami,Warehouse Club,False,Middle-Aged,Fall,BOGO (Buy One Get One)
1000000814,2023-02-23 20:58:07,Kenneth Payne,"['Beef', 'Cleaning Rags', 'Dish Soap']",5,54.15,Credit Card,Seattle,Supermarket,True,Retiree,Winter,Discount on Selected Items
1000000815,2020-12-05 14:25:55,Marie Mcgee,"['Salmon', 'Jam', 'Water']",3,29.99,Cash,Seattle,Pharmacy,True,Senior Citizen,Summer,None
1000000816,2021-03-24 13:20:49,Larry Barrett,"['Sponges', 'Canned Soup', 'Beef', 'Tomatoes', 'Broom']",10,96.75,Cash,Atlanta,Supermarket,False,Retiree,Winter,None
1000000817,2020-07-10 22:15:31,Jennifer Hamilton,['Water'],2,66.74,Debit Card,San Francisco,Warehouse Club,False,Young Adult,Summer,Discount on Selected Items
1000000818,2021-02-25 15:58:29,Brenda Martin,"['Broom', 'Trash Cans', 'Coffee', 'Razors']",1,52.3,Credit Card,Chicago,Warehouse Club,True,Middle-Aged,Winter,None
1000000819,2023-02-12 02:57:12,Richard Tran,['Dishware'],2,14.37,Debit Card,Houston,Warehouse Club,False,Middle-Aged,Summer,BOGO (Buy One Get One)
1000000820,2020-04-14 07:36:27,Jordan Robinson,"['Olive Oil', 'Bath Towels', 'Sponges']",8,32.27,Credit Card,Houston,Department Store,True,Middle-Aged,Spring,Discount on Selected Items
1000000821,2022-07-04 13:24:30,John Reeves,['Syrup'],6,63.53,Mobile Payment,Los Angeles,Specialty Store,False,Retiree,Spring,None
1000000822,2022-03-23 20:22:52,Melinda Wilson,['Baby Wipes'],8,78.72,Credit Card,Los Angeles,Department Store,True,Young Adult,Winter,BOGO (Buy One Get One)
1000000823,2023-08-04 21:31:49,Michael Cooper,"['Soap', 'Power Strips', 'Syrup', 'Ice Cream', 'Power Strips']",3,26.19,Cash,New York,Department Store,True,Student,Summer,BOGO (Buy One Get One)
1000000824,2021-05-05 06:44:34,Cory Berg,"['Tissues', 'Tomatoes']",10,56.21,Credit Card,Los Angeles,Convenience Store,True,Retiree,Summer,BOGO (Buy One Get One)
1000000825,2021-05-23 19:43:51,Daniel Garcia,['Vinegar'],3,63.18,Cash,San Francisco,Pharmacy,False,Teenager,Spring,None
1000000826,2021-04-21 22:51:47,Brittany White,"['Extension Cords', 'Vacuum Cleaner', 'Jam', 'Broom']",5,85.69,Debit Card,Seattle,Warehouse Club,False,Student,Winter,BOGO (Buy One Get One)
1000000827,2023-08-14 03:18:30,Benjamin Wyatt,['Mop'],10,23.19,Debit Card,Chicago,Supermarket,False,Young Adult,Spring,BOGO (Buy One Get One)
1000000828,2023-02-24 07:22:58,John Stewart,['Plant Fertilizer'],6,30.4,Credit Card,Seattle,Convenience Store,True,Young Adult,Spring,Discount on Selected Items
1000000829,2021-10-11 10:38:17,Mark Thompson,"['Soap', 'Soap', 'Ice Cream', 'Iron', 'Orange']",8,52.12,Credit Card,Atlanta,Department Store,False,Professional,Summer,Discount on Selected Items
1000000830,2021-07-31 12:16:55,Ryan Dickerson,"['Toothbrush', 'Soap']",1,15.55,Credit Card,Dallas,Warehouse Club,True,Senior Citizen,Spring,None
1000000831,2021-07-13 16:51:09,Jeffrey Morton,"['Air Freshener', 'Razors', 'Ice Cream', 'Shaving Cream']",1,75.2,Mobile Payment,Miami,Department Store,False,Senior Citizen,Summer,Discount on Selected Items
1000000832,2020-01-12 15:21:37,Debbie Thompson,"['Shaving Cream', 'Cereal Bars', 'Cereal']",2,16.47,Mobile Payment,New York,Pharmacy,True,Senior Citizen,Spring,BOGO (Buy One Get One)
1000000833,2023-06-26 05:36:04,Keith Rosario,['Lawn Mower'],10,9.31,Mobile Payment,Atlanta,Warehouse Club,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000834,2022-12-05 03:57:53,Lisa Strong,"['Yogurt', 'Bread']",1,92.52,Mobile Payment,Dallas,Supermarket,True,Middle-Aged,Spring,Discount on Selected Items
1000000835,2021-05-09 03:53:44,Peter Perez,"['Sponges', 'Feminine Hygiene Products', 'Orange', 'Cleaning Rags']",6,84.65,Debit Card,Atlanta,Specialty Store,False,Student,Spring,None
1000000836,2021-03-11 20:05:11,Alison Ramirez,"['Shrimp', 'Tea', 'Milk']",2,57.5,Mobile Payment,Houston,Pharmacy,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000000837,2020-09-19 04:08:16,Brandon Wilson,['Plant Fertilizer'],9,91.21,Mobile Payment,Dallas,Specialty Store,True,Teenager,Winter,Discount on Selected Items
1000000838,2020-04-17 16:42:39,William White,"['Orange', 'Salmon', 'Cheese', 'Chips', 'Trash Cans']",8,76.15,Mobile Payment,San Francisco,Department Store,False,Professional,Summer,BOGO (Buy One Get One)
1000000839,2020-08-25 02:13:05,Jason Sanchez,['Insect Repellent'],4,33.48,Mobile Payment,Chicago,Supermarket,False,Professional,Fall,None
1000000840,2022-01-24 06:53:36,Miranda Howard,['Soda'],2,6.93,Debit Card,Los Angeles,Pharmacy,True,Retiree,Spring,None
1000000841,2021-01-24 07:46:34,Willie Robinson,"['Light Bulbs', 'Banana', 'Milk', 'Mayonnaise', 'Toothbrush']",5,47.31,Mobile Payment,Boston,Convenience Store,False,Professional,Summer,BOGO (Buy One Get One)
1000000842,2020-02-04 13:27:50,Krista Hammond,"['Tomatoes', 'Mustard']",8,85.38,Cash,San Francisco,Supermarket,True,Young Adult,Winter,Discount on Selected Items
1000000843,2022-05-08 07:23:09,Richard Lowe,"['Olive Oil', 'Diapers']",6,31.97,Cash,Houston,Convenience Store,False,Middle-Aged,Winter,Discount on Selected Items
1000000844,2020-02-07 23:19:06,Joshua Warren,"['Tomatoes', 'Baby Wipes', 'Carrots']",4,63.56,Cash,Chicago,Warehouse Club,True,Student,Fall,None
1000000845,2021-08-19 19:19:10,Kevin Santos,"['Tissues', 'Garden Hose']",8,74.44,Credit Card,Los Angeles,Warehouse Club,False,Homemaker,Fall,Discount on Selected Items
1000000846,2021-05-20 09:21:28,Jeremy Roberts,"['Ketchup', 'Tea', 'Bread', 'Salmon']",8,74.27,Cash,Atlanta,Department Store,True,Senior Citizen,Summer,None
1000000847,2022-06-09 15:49:41,Ashley Hall,"['Orange', 'Bath Towels', 'Iron', 'Orange', 'Toothbrush']",3,6.59,Credit Card,Boston,Convenience Store,False,Homemaker,Winter,BOGO (Buy One Get One)
1000000848,2020-09-15 22:56:57,Karen Warner,"['Sponges', 'Broom', 'Toothpaste', 'Iron', 'Trash Bags']",3,84.83,Cash,Chicago,Department Store,False,Senior Citizen,Winter,None
1000000849,2021-08-05 12:22:29,Jonathan Torres,['Power Strips'],5,56.37,Debit Card,New York,Specialty Store,True,Teenager,Winter,BOGO (Buy One Get One)
1000000850,2022-03-03 05:33:07,Joseph Mason,['Sponges'],8,26.73,Debit Card,Boston,Warehouse Club,True,Retiree,Fall,Discount on Selected Items
1000000851,2020-11-08 23:31:07,Jose Young,"['Rice', 'Cereal', 'Broom', 'Chips', 'Razors']",1,25.45,Cash,Dallas,Supermarket,True,Professional,Summer,Discount on Selected Items
1000000852,2023-07-01 09:27:25,Pamela Hall,"['Cereal Bars', 'Rice', 'Pancake Mix', 'Beef']",2,55.75,Credit Card,Houston,Pharmacy,False,Homemaker,Winter,BOGO (Buy One Get One)
